Year,Trial,Reef,Treatment,Initial.sex,Initial.length,Final.length,Initial.log.length,log.biomass,biomass,Initial.biomass.total,Initial.female.biomass,Initial.male.biomass,Final.log.length,Final.log.biomass,Biomass,Final.biomass.total,Final.biomass.female,Final.biomass.male,Avg.biomass.total,Avg.fem.biomass,Avg.male.biomass,notes
2017,3,17,High,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,3,17,High,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2017,3,17,High,Female,30,30,3.401197382,-0.75037427,0.472189793,,,,3.401197382,-0.75037427,0.472189793,,,,,,,
2017,3,17,High,Female,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2017,3,17,High,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,3,17,High,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,3,17,High,Female,29,30,3.36729583,-0.847842859,0.428337922,,,,3.401197382,-0.75037427,0.472189793,,,,,,,
2017,3,17,High,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,3,17,High,Female,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2017,3,17,High,Male,21,,3.044522438,-1.775831854,0.169342523,,,,,,,,,,,,,
2017,3,17,High,Male,22,23,3.091042453,-1.642084577,0.193576097,,,,3.135494216,-1.514283625,0.219965706,,,,,,,
2017,3,17,High,Male,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,3,17,High,Male,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,3,17,High,Male,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2017,3,18,Medium,Female,20,,2.995732274,-1.916105918,0.147178975,7.083041896,5.32668876,1.756353137,,,,2.194636313,1.652272152,0.54236416,4.638839104,3.489480456,1.149358649,
2017,3,18,Medium,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2017,3,18,Medium,Female,21,,3.044522438,-1.775831854,0.169342523,,,,,,,,,,,,,
2017,3,18,Medium,Female,24,25,3.17805383,-1.391922691,0.24859687,,,,3.218875825,-1.274557497,0.279554644,,,,,,,
2017,3,18,Medium,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2017,3,18,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2017,3,18,Medium,Female,28,29,3.33220451,-0.948732087,0.387231688,,,,3.36729583,-0.847842859,0.428337922,,,,,,,
2017,3,18,Medium,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2017,3,18,Medium,Female,30,30,3.401197382,-0.75037427,0.472189793,,,,3.401197382,-0.75037427,0.472189793,,,,,,,
2017,3,18,Medium,Female,34,,3.526360525,-0.390524226,0.676702036,,,,,,,,,,,,,
2017,3,18,Medium,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2017,3,18,Medium,Female,29,30,3.36729583,-0.847842859,0.428337922,,,,3.401197382,-0.75037427,0.472189793,,,,,,,
2017,3,18,Medium,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2017,3,18,Medium,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2017,3,18,Medium,Female,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2017,3,18,Medium,Male,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2017,3,18,Medium,Male,21,22,3.044522438,-1.775831854,0.169342523,,,,3.091042453,-1.642084577,0.193576097,,,,,,,
2017,3,18,Medium,Male,26,27,3.258096538,-1.161796065,0.312923645,,,,3.295836866,-1.05329081,0.348788063,,,,,,,
2017,3,18,Medium,Male,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2017,3,18,Medium,Male,34,,3.526360525,-0.390524226,0.676702036,,,,,,,,,,,,,
2018,4,1,Low,Female,20,,2.995732274,-1.916105918,0.147178975,8.334924962,4.995174241,3.339750721,,,,0.24,0,0.24,4.287462481,2.49758712,1.78987536,"based weights on final sex, because if they were recaptured as a certain sex, they were likely that sex when they went on the reef. I chose to do this over the initial sex estimate because I was certain of their sex at the end of the trials"
2018,4,1,Low,Female,20,,2.995732274,-1.916105918,0.147178975,,,,,,,,,,,,,
2018,4,1,Low,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,1,Low,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,1,Low,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,1,Low,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,1,Low,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,1,Low,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,1,Low,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,1,Low,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,1,Low,Male,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,1,Low,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,1,Low,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,1,Low,Male,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2018,4,1,Low,Male,41,,3.713572067,0.147717943,1.159185894,,,,,,,,,,,,,
2018,4,1,Low,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2018,4,1,Low,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,1,Low,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,1,Low,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,1,Low,Female,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,2,High,Female,23,,3.135494216,-1.514283625,0.219965706,8.218077461,5.336382249,2.881695212,,,,1.3,1.3,0,4.75903873,3.318191124,1.440847606,
2018,4,2,High,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2018,4,2,High,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,2,High,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,2,High,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,2,High,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,2,High,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,2,High,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,2,High,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,2,High,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,2,High,Male,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,2,High,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,2,High,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,2,High,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,2,High,Male,36,,3.583518938,-0.226191043,0.797565718,,,,,,,,,,,,,
2018,4,2,High,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2018,4,2,High,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,2,High,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,2,High,Female,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,2,High,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,3,Medium,Female,20,,2.995732274,-1.916105918,0.147178975,8.212005724,5.295925398,2.916080326,,,,1.21,0.68,0.53,4.711002862,2.987962699,1.723040163,
2018,4,3,Medium,Female,21,,3.044522438,-1.775831854,0.169342523,,,,,,,,,,,,,
2018,4,3,Medium,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,3,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,3,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,3,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,3,Medium,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,3,Medium,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,3,Medium,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,3,Medium,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,3,Medium,Male,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,3,Medium,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,3,Medium,Male,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2018,4,3,Medium,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,3,Medium,Male,35,,3.555348061,-0.307183667,0.735515499,,,,,,,,,,,,,
2018,4,3,Medium,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2018,4,3,Medium,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,3,Medium,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,3,Medium,Female,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2018,4,3,Medium,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,4,High,Female,23,,3.135494216,-1.514283625,0.219965706,8.929843076,5.380392364,3.549450712,,,,0.61,0.61,0,4.769921538,2.995196182,1.774725356,
2018,4,4,High,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2018,4,4,High,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,4,High,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,4,High,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,4,High,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,4,High,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,4,High,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,4,High,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,4,High,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,4,High,Male,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,4,High,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,4,High,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,4,High,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,4,High,Male,45,,3.80666249,0.415357378,1.51491204,,,,,,,,,,,,,
2018,4,4,High,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2018,4,4,High,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,4,High,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,4,High,Female,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2018,4,4,High,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,5,Medium,Female,23,,3.135494216,-1.514283625,0.219965706,8.04088008,5.318162145,2.722717935,,,,1.14,1.14,0,4.59044004,3.229081072,1.361358968,
2018,4,5,Medium,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2018,4,5,Medium,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,5,Medium,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,5,Medium,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,5,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,5,Medium,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,5,Medium,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,5,Medium,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,5,Medium,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,5,Medium,Male,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,5,Medium,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,5,Medium,Male,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2018,4,5,Medium,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,5,Medium,Male,34,,3.526360525,-0.390524226,0.676702036,,,,,,,,,,,,,
2018,4,5,Medium,Female,24,,3.17805383,-1.391922691,0.24859687,,,,,,,,,,,,,
2018,4,5,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,5,Medium,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,5,Medium,Female,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,5,Medium,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,6,Low,Female,21,,3.044522438,-1.775831854,0.169342523,8.055644429,5.285590258,2.77005417,,,,0.838,0.068,0.77,4.446822214,2.676795129,1.770027085,
2018,4,6,Low,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2018,4,6,Low,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,6,Low,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,6,Low,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,6,Low,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,6,Low,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,6,Low,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,6,Low,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,6,Low,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,6,Low,Male,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,6,Low,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,6,Low,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,6,Low,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,6,Low,Male,35,,3.555348061,-0.307183667,0.735515499,,,,,,,,,,,,,
2018,4,6,Low,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,6,Low,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,6,Low,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,6,Low,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,6,Low,Female,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,7,Medium,Female,23,,3.135494216,-1.514283625,0.219965706,8.403991928,5.506519782,2.897472146,,,,1.5,1.18,0.32,4.951995964,3.343259891,1.608736073,
2018,4,7,Medium,Female,21,,3.044522438,-1.775831854,0.169342523,,,,,,,,,,,,,
2018,4,7,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,7,Medium,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,7,Medium,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,7,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,7,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,7,Medium,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,7,Medium,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,7,Medium,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,7,Medium,Male,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,7,Medium,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,7,Medium,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,7,Medium,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,7,Medium,Male,37,,3.610917913,-0.147417677,0.862933475,,,,,,,,,,,,,
2018,4,7,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,7,Medium,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,7,Medium,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,7,Medium,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,7,Medium,Female,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,8,High,Female,24,,3.17805383,-1.391922691,0.24859687,8.428028345,5.368347708,3.059680637,,,,0.91,0.91,0,4.669014173,3.139173854,1.529840319,
2018,4,8,High,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2018,4,8,High,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,8,High,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,8,High,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,8,High,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,8,High,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,8,High,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,8,High,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,8,High,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,8,High,Male,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,8,High,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,8,High,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,8,High,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,8,High,Male,38,,3.63758616,-0.070745187,0.931699271,,,,,,,,,,,,,
2018,4,8,High,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,8,High,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,8,High,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,8,High,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,8,High,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,9,Low,Female,24,,3.17805383,-1.391922691,0.24859687,8.440078964,5.32579465,3.114284314,,,,1.97,1.57,0.4,5.205039482,3.447897325,1.757142157,
2018,4,9,Low,Female,21,,3.044522438,-1.775831854,0.169342523,,,,,,,,,,,,,
2018,4,9,Low,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,9,Low,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,9,Low,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,9,Low,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,9,Low,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,9,Low,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,9,Low,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,9,Low,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,9,Low,Male,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,9,Low,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,9,Low,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,9,Low,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,9,Low,Male,40,,3.688879454,0.076725497,1.079745642,,,,,,,,,,,,,
2018,4,9,Low,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,9,Low,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,9,Low,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,9,Low,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,9,Low,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,10,Medium,Female,24,,3.17805383,-1.391922691,0.24859687,8.156097123,5.056547063,3.09955006,,,,9.57,5.13,4.44,8.863048562,5.093273532,3.76977503,"changed up the size ranges for gravids based on what we collected, ranges should work out in terms of average size of gravids per reef"
2018,4,10,Medium,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2018,4,10,Medium,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,10,Medium,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,10,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,10,Medium,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,10,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,10,Medium,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,10,Medium,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,10,Medium,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,10,Medium,Male,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,10,Medium,Male,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2018,4,10,Medium,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,10,Medium,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,10,Medium,Male,39,,3.663561646,0.003935584,1.003943338,,,,,,,,,,,,,
2018,4,10,Medium,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2018,4,10,Medium,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,10,Medium,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,10,Medium,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,10,Medium,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,11,Low,Female,24,,3.17805383,-1.391922691,0.24859687,7.97421775,5.054121179,2.920096571,,,,6.77,4.71,2.06,7.372108875,4.88206059,2.490048286,
2018,4,11,Low,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2018,4,11,Low,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,11,Low,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,11,Low,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,11,Low,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,11,Low,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,11,Low,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,11,Low,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,11,Low,Female,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,11,Low,Male,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,11,Low,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,11,Low,Male,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2018,4,11,Low,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,11,Low,Male,37,,3.610917913,-0.147417677,0.862933475,,,,,,,,,,,,,
2018,4,11,Low,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2018,4,11,Low,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2018,4,11,Low,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,11,Low,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,11,Low,Female,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,12,High,Female,24,,3.17805383,-1.391922691,0.24859687,8.165328617,4.905018148,3.260310469,,,,6.49,5.72,0.77,7.327664308,5.312509074,2.015155234,
2018,4,12,High,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2018,4,12,High,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,12,High,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,12,High,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
2018,4,12,High,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,12,High,Female,26,,3.258096538,-1.161796065,0.312923645,,,,,,,,,,,,,
2018,4,12,High,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,12,High,Female,28,,3.33220451,-0.948732087,0.387231688,,,,,,,,,,,,,
2018,4,12,High,Female,29,,3.36729583,-0.847842859,0.428337922,,,,,,,,,,,,,
2018,4,12,High,Male,30,,3.401197382,-0.75037427,0.472189793,,,,,,,,,,,,,
2018,4,12,High,Male,31,,3.433987204,-0.656101956,0.518869976,,,,,,,,,,,,,
2018,4,12,High,Male,32,,3.465735903,-0.564822924,0.568460799,,,,,,,,,,,,,
2018,4,12,High,Male,33,,3.496507561,-0.476352928,0.621044259,,,,,,,,,,,,,
2018,4,12,High,Male,40,,3.688879454,0.076725497,1.079745642,,,,,,,,,,,,,
2018,4,12,High,Female,23,,3.135494216,-1.514283625,0.219965706,,,,,,,,,,,,,
2018,4,12,High,Female,25,,3.218875825,-1.274557497,0.279554644,,,,,,,,,,,,,
2018,4,12,High,Female,27,,3.295836866,-1.05329081,0.348788063,,,,,,,,,,,,,
